0	Generic	NotDef	NOTDEF
16893	Hanja	UROr75	uni75D2
16894	Hanja	UROr75	uni75D4
16895	Hanja	UROr75	uni75D5
16896	Hanja	UROr75	uni75D8
16897	Hanja	UROr75	uni75D9
16898	Hanja	UROr75	uni75DB
16899	Hanja	UROr75	uni75E2
16900	Hanja	UROr75	uni75F0
16901	Hanja	UROr75	uni75F2
16902	Hanja	UROr75	uni75F4
16903	Hanja	UROr75	uni75FA
16904	Hanja	UROr75	uni75FC
16905	Hanja	UROr76	uni7600
16906	Hanja	UROr76	uni760D
16907	Hanja	UROr76	uni7619
16908	Hanja	UROr76	uni761F
16909	Hanja	UROr76	uni7620
16910	Hanja	UROr76	uni7621
16911	Hanja	UROr76	uni7622
16912	Hanja	UROr76	uni7624
16913	Hanja	UROr76	uni7626
16914	Hanja	UROr76	uni763B
16915	Hanja	UROr76	uni7642
16916	Hanja	UROr76	uni764C
16917	Hanja	UROr76	uni764E
16918	Hanja	UROr76	uni7652
16919	Hanja	UROr76	uni7656
16920	Hanja	UROr76	uni7661
16921	Hanja	UROr76	uni7664
16922	Hanja	UROr76	uni7669
16923	Hanja	UROr76	uni766C
16924	Hanja	UROr76	uni7670
16925	Hanja	UROr76	uni7672
16926	Hanja	UROr76	uni7678
16927	Hanja	UROr76	uni767B
16928	Hanja	UROr76	uni767C
16929	Hanja	UROr76	uni767D
16930	Hanja	UROr76	uni767E
16931	Hanja	UROr76	uni7684
16932	Hanja	UROr76	uni7686
16933	Hanja	UROr76	uni7687
16934	Hanja	UROr76	uni768E
16935	Hanja	UROr76	uni7690
16936	Hanja	UROr76	uni7693
16937	Hanja	UROr76	uni76AE
16938	Hanja	UROr76	uni76BA
16939	Hanja	UROr76	uni76BF
16940	Hanja	UROr76	uni76C2
16941	Hanja	UROr76	uni76C3
16942	Hanja	UROr76	uni76C6
16943	Hanja	UROr76	uni76C8
16944	Hanja	UROr76	uni76CA
16945	Hanja	UROr76	uni76D2
16946	Hanja	UROr76	uni76D6
16947	Hanja	UROr76	uni76DB
16948	Hanja	UROr76	uni76DC
16949	Hanja	UROr76	uni76DE
16950	Hanja	UROr76	uni76DF
16951	Hanja	UROr76	uni76E1
16952	Hanja	UROr76	uni76E3
16953	Hanja	UROr76	uni76E4
16954	Hanja	UROr76	uni76E7
16955	Hanja	UROr76	uni76EE
16956	Hanja	UROr76	uni76F2
16957	Hanja	UROr76	uni76F4
16958	Hanja	UROr76	uni76F8
16959	Hanja	UROr76	uni76FC
16960	Hanja	UROr76	uni76FE
16961	Hanja	UROr77	uni7701
16962	Hanja	UROr77	uni7704
16963	Hanja	UROr77	uni7708
16964	Hanja	UROr77	uni7709
16965	Hanja	UROr77	uni770B
16966	Hanja	UROr77	uni771E
16967	Hanja	UROr77	uni7720
16968	Hanja	UROr77	uni7729
16969	Hanja	UROr77	uni7737
16970	Hanja	UROr77	uni7738
16971	Hanja	UROr77	uni773A
16972	Hanja	UROr77	uni773C
16973	Hanja	UROr77	uni7740
16974	Hanja	UROr77	uni774D
16975	Hanja	UROr77	uni775B
16976	Hanja	UROr77	uni7761
16977	Hanja	UROr77	uni7763
16978	Hanja	UROr77	uni7766
16979	Hanja	UROr77	uni776B
16980	Hanja	UROr77	uni7779
16981	Hanja	UROr77	uni777E
16982	Hanja	UROr77	uni777F
16983	Hanja	UROr77	uni778B
16984	Hanja	UROr77	uni7791
16985	Hanja	UROr77	uni779E
16986	Hanja	UROr77	uni77A5
16987	Hanja	UROr77	uni77AC
16988	Hanja	UROr77	uni77AD
16989	Hanja	UROr77	uni77B0
16990	Hanja	UROr77	uni77B3
16991	Hanja	UROr77	uni77BB
16992	Hanja	UROr77	uni77BC
16993	Hanja	UROr77	uni77BF
16994	Hanja	UROr77	uni77D7
16995	Hanja	UROr77	uni77DB
16996	Hanja	UROr77	uni77DC
16997	Hanja	UROr77	uni77E2
16998	Hanja	UROr77	uni77E3
16999	Hanja	UROr77	uni77E5
17000	Hanja	UROr77	uni77E9
17001	Hanja	UROr77	uni77ED
17002	Hanja	UROr77	uni77EE
17003	Hanja	UROr77	uni77EF
17004	Hanja	UROr77	uni77F3
17005	Hanja	UROr78	uni7802
17006	Hanja	UROr78	uni7812
17007	Hanja	UROr78	uni7825
17008	Hanja	UROr78	uni7826
17009	Hanja	UROr78	uni7827
17010	Hanja	UROr78	uni782C
17011	Hanja	UROr78	uni7832
17012	Hanja	UROr78	uni7834
17013	Hanja	UROr78	uni7845
17014	Hanja	UROr78	uni784F
17015	Hanja	UROr78	uni785D
17016	Hanja	UROr78	uni786B
17017	Hanja	UROr78	uni786C
17018	Hanja	UROr78	uni786F
17019	Hanja	UROr78	uni787C
17020	Hanja	UROr78	uni7881
17021	Hanja	UROr78	uni7887
17022	Hanja	UROr78	uni788C
17023	Hanja	UROr78	uni788D
17024	Hanja	UROr78	uni788E
17025	Hanja	UROr78	uni7891
17026	Hanja	UROr78	uni7897
17027	Hanja	UROr78	uni78A3
17028	Hanja	UROr78	uni78A7
17029	Hanja	UROr78	uni78A9
17030	Hanja	UROr78	uni78BA
17031	Hanja	UROr78	uni78BB
17032	Hanja	UROr78	uni78BC
17033	Hanja	UROr78	uni78C1
17034	Hanja	UROr78	uni78C5
17035	Hanja	UROr78	uni78CA
17036	Hanja	UROr78	uni78CB
17037	Hanja	UROr78	uni78CE
17038	Hanja	UROr78	uni78D0
17039	Hanja	UROr78	uni78E8
17040	Hanja	UROr78	uni78EC
17041	Hanja	UROr78	uni78EF
17042	Hanja	UROr78	uni78F5
17043	Hanja	UROr78	uni78FB
17044	Hanja	UROr79	uni7901
17045	Hanja	UROr79	uni790E
17046	Hanja	UROr79	uni7916
17047	Hanja	UROr79	uni792A
17048	Hanja	UROr79	uni792B
17049	Hanja	UROr79	uni792C
17050	Hanja	UROr79	uni793A
17051	Hanja	UROr79	uni793E
17052	Hanja	UROr79	uni7940
17053	Hanja	UROr79	uni7941
17054	Hanja	UROr79	uni7947
17055	Hanja	UROr79	uni7948
17056	Hanja	UROr79	uni7949
17057	Hanja	UROr79	uni7950
17058	Hanja	UROr79	uni7956
17059	Hanja	UROr79	uni7957
17060	Hanja	UROr79	uni795A
17061	Hanja	UROr79	uni795B
17062	Hanja	UROr79	uni795C
17063	Hanja	UROr79	uni795D
17064	Hanja	UROr79	uni795E
17065	Hanja	UROr79	uni7960
17066	Hanja	UROr79	uni7965
17067	Hanja	UROr79	uni7968
17068	Hanja	UROr79	uni796D
17069	Hanja	UROr79	uni797A
17070	Hanja	UROr79	uni797F
17071	Hanja	UROr79	uni7981
17072	Hanja	UROr79	uni798D
17073	Hanja	UROr79	uni798E
17074	Hanja	UROr79	uni798F
17075	Hanja	UROr79	uni7991
17076	Hanja	UROr79	uni79A6
17077	Hanja	UROr79	uni79A7
17078	Hanja	UROr79	uni79AA
17079	Hanja	UROr79	uni79AE
17080	Hanja	UROr79	uni79B1
17081	Hanja	UROr79	uni79B3
17082	Hanja	UROr79	uni79B9
17083	Hanja	UROr79	uni79BD
17084	Hanja	UROr79	uni79BE
17085	Hanja	UROr79	uni79BF
17086	Hanja	UROr79	uni79C0
17087	Hanja	UROr79	uni79C1
17088	Hanja	UROr79	uni79C9
17089	Hanja	UROr79	uni79CA
17090	Hanja	UROr79	uni79CB
17091	Hanja	UROr79	uni79D1
17092	Hanja	UROr79	uni79D2
17093	Hanja	UROr79	uni79D5
17094	Hanja	UROr79	uni79D8
17095	Hanja	UROr79	uni79DF
17096	Hanja	UROr79	uni79E4
17097	Hanja	UROr79	uni79E6
17098	Hanja	UROr79	uni79E7
17099	Hanja	UROr79	uni79E9
17100	Hanja	UROr79	uni79FB
17101	Hanja	UROr7A	uni7A00
17102	Hanja	UROr7A	uni7A05
17103	Hanja	UROr7A	uni7A08
17104	Hanja	UROr7A	uni7A0B
17105	Hanja	UROr7A	uni7A0D
17106	Hanja	UROr7A	uni7A14
17107	Hanja	UROr7A	uni7A17
17108	Hanja	UROr7A	uni7A19
17109	Hanja	UROr7A	uni7A1A
17110	Hanja	UROr7A	uni7A1C
17111	Hanja	UROr7A	uni7A1F
17112	Hanja	UROr7A	uni7A20
17113	Hanja	UROr7A	uni7A2E
17114	Hanja	UROr7A	uni7A31
17115	Hanja	UROr7A	uni7A36
17116	Hanja	UROr7A	uni7A37
17117	Hanja	UROr7A	uni7A3B
17118	Hanja	UROr7A	uni7A3C
17119	Hanja	UROr7A	uni7A3D
17120	Hanja	UROr7A	uni7A3F
17121	Hanja	UROr7A	uni7A40
17122	Hanja	UROr7A	uni7A46
17123	Hanja	UROr7A	uni7A49
17124	Hanja	UROr7A	uni7A4D
17125	Hanja	UROr7A	uni7A4E
17126	Hanja	UROr7A	uni7A57
17127	Hanja	UROr7A	uni7A61
17128	Hanja	UROr7A	uni7A62
17129	Hanja	UROr7A	uni7A69
17130	Hanja	UROr7A	uni7A6B
17131	Hanja	UROr7A	uni7A70
17132	Hanja	UROr7A	uni7A74
17133	Hanja	UROr7A	uni7A76
17134	Hanja	UROr7A	uni7A79
17135	Hanja	UROr7A	uni7A7A
17136	Hanja	UROr7A	uni7A7D
17137	Hanja	UROr7A	uni7A7F
17138	Hanja	UROr7A	uni7A81
17139	Hanja	UROr7A	uni7A84
17140	Hanja	UROr7A	uni7A88
17141	Hanja	UROr7A	uni7A92
17142	Hanja	UROr7A	uni7A93
17143	Hanja	UROr7A	uni7A95
17144	Hanja	UROr7A	uni7A98
17145	Hanja	UROr7A	uni7A9F
17146	Hanja	UROr7A	uni7AA9
17147	Hanja	UROr7A	uni7AAA
17148	Hanja	UROr7A	uni7AAE
17149	Hanja	UROr7A	uni7AAF
17150	Hanja	UROr7A	uni7ABA
17151	Hanja	UROr7A	uni7AC4
17152	Hanja	UROr7A	uni7AC5
17153	Hanja	UROr7A	uni7AC7
17154	Hanja	UROr7A	uni7ACA
17155	Hanja	UROr7A	uni7ACB
17156	Hanja	UROr7A	uni7AD7
17157	Hanja	UROr7A	uni7AD9
17158	Hanja	UROr7A	uni7ADD
17159	Hanja	UROr7A	uni7ADF
17160	Hanja	UROr7A	uni7AE0
17161	Hanja	UROr7A	uni7AE3
17162	Hanja	UROr7A	uni7AE5
17163	Hanja	UROr7A	uni7AEA
17164	Hanja	UROr7A	uni7AED
17165	Hanja	UROr7A	uni7AEF
17166	Hanja	UROr7A	uni7AF6
17167	Hanja	UROr7A	uni7AF9
17168	Hanja	UROr7A	uni7AFA
17169	Hanja	UROr7A	uni7AFF
17170	Hanja	UROr7B	uni7B0F
17171	Hanja	UROr7B	uni7B11
17172	Hanja	UROr7B	uni7B19
17173	Hanja	UROr7B	uni7B1B
17174	Hanja	UROr7B	uni7B1E
17175	Hanja	UROr7B	uni7B20
17176	Hanja	UROr7B	uni7B26
17177	Hanja	UROr7B	uni7B2C
17178	Hanja	UROr7B	uni7B2D
17179	Hanja	UROr7B	uni7B39
17180	Hanja	UROr7B	uni7B46
17181	Hanja	UROr7B	uni7B49
17182	Hanja	UROr7B	uni7B4B
17183	Hanja	UROr7B	uni7B4C
17184	Hanja	UROr7B	uni7B4D
17185	Hanja	UROr7B	uni7B4F
17186	Hanja	UROr7B	uni7B50
17187	Hanja	UROr7B	uni7B51
17188	Hanja	UROr7B	uni7B52
17189	Hanja	UROr7B	uni7B54
17190	Hanja	UROr7B	uni7B56
17191	Hanja	UROr7B	uni7B60
17192	Hanja	UROr7B	uni7B6C
17193	Hanja	UROr7B	uni7B6E
17194	Hanja	UROr7B	uni7B75
17195	Hanja	UROr7B	uni7B7D
17196	Hanja	UROr7B	uni7B87
17197	Hanja	UROr7B	uni7B8B
17198	Hanja	UROr7B	uni7B8F
17199	Hanja	UROr7B	uni7B94
17200	Hanja	UROr7B	uni7B95
17201	Hanja	UROr7B	uni7B97
17202	Hanja	UROr7B	uni7B9A
17203	Hanja	UROr7B	uni7B9D
17204	Hanja	UROr7B	uni7BA1
17205	Hanja	UROr7B	uni7BAD
17206	Hanja	UROr7B	uni7BB1
17207	Hanja	UROr7B	uni7BB4
17208	Hanja	UROr7B	uni7BB8
17209	Hanja	UROr7B	uni7BC0
17210	Hanja	UROr7B	uni7BC1
17211	Hanja	UROr7B	uni7BC4
17212	Hanja	UROr7B	uni7BC6
17213	Hanja	UROr7B	uni7BC7
17214	Hanja	UROr7B	uni7BC9
17215	Hanja	UROr7B	uni7BD2
17216	Hanja	UROr7B	uni7BE0
17217	Hanja	UROr7B	uni7BE4
17218	Hanja	UROr7B	uni7BE9
17219	Hanja	UROr7C	uni7C07
17220	Hanja	UROr7C	uni7C12
17221	Hanja	UROr7C	uni7C1E
17222	Hanja	UROr7C	uni7C21
17223	Hanja	UROr7C	uni7C27
17224	Hanja	UROr7C	uni7C2A
17225	Hanja	UROr7C	uni7C2B
17226	Hanja	UROr7C	uni7C3D
17227	Hanja	UROr7C	uni7C3E
17228	Hanja	UROr7C	uni7C3F
17229	Hanja	UROr7C	uni7C43
17230	Hanja	UROr7C	uni7C4C
17231	Hanja	UROr7C	uni7C4D
17232	Hanja	UROr7C	uni7C60
17233	Hanja	UROr7C	uni7C64
17234	Hanja	UROr7C	uni7C6C
17235	Hanja	UROr7C	uni7C73
17236	Hanja	UROr7C	uni7C83
17237	Hanja	UROr7C	uni7C89
17238	Hanja	UROr7C	uni7C92
17239	Hanja	UROr7C	uni7C95
17240	Hanja	UROr7C	uni7C97
17241	Hanja	UROr7C	uni7C98
17242	Hanja	UROr7C	uni7C9F
17243	Hanja	UROr7C	uni7CA5
17244	Hanja	UROr7C	uni7CA7
17245	Hanja	UROr7C	uni7CAE
17246	Hanja	UROr7C	uni7CB1
17247	Hanja	UROr7C	uni7CB2
17248	Hanja	UROr7C	uni7CB3
17249	Hanja	UROr7C	uni7CB9
17250	Hanja	UROr7C	uni7CBE
17251	Hanja	UROr7C	uni7CCA
17252	Hanja	UROr7C	uni7CD6
17253	Hanja	UROr7C	uni7CDE
17254	Hanja	UROr7C	uni7CDF
17255	Hanja	UROr7C	uni7CE0
17256	Hanja	UROr7C	uni7CE7
17257	Hanja	UROr7C	uni7CFB
17258	Hanja	UROr7C	uni7CFE
17259	Hanja	UROr7D	uni7D00
17260	Hanja	UROr7D	uni7D02
17261	Hanja	UROr7D	uni7D04
17262	Hanja	UROr7D	uni7D05
17263	Hanja	UROr7D	uni7D06
17264	Hanja	UROr7D	uni7D07
17265	Hanja	UROr7D	uni7D08
17266	Hanja	UROr7D	uni7D0A
17267	Hanja	UROr7D	uni7D0B
17268	Hanja	UROr7D	uni7D0D
17269	Hanja	UROr7D	uni7D10
17270	Hanja	UROr7D	uni7D14
17271	Hanja	UROr7D	uni7D17
17272	Hanja	UROr7D	uni7D18
17273	Hanja	UROr7D	uni7D19
17274	Hanja	UROr7D	uni7D1A
17275	Hanja	UROr7D	uni7D1B
17276	Hanja	UROr7D	uni7D20
17277	Hanja	UROr7D	uni7D21
17278	Hanja	UROr7D	uni7D22
17279	Hanja	UROr7D	uni7D2B
17280	Hanja	UROr7D	uni7D2C
17281	Hanja	UROr7D	uni7D2E
17282	Hanja	UROr7D	uni7D2F
17283	Hanja	UROr7D	uni7D30
17284	Hanja	UROr7D	uni7D33
17285	Hanja	UROr7D	uni7D35
17286	Hanja	UROr7D	uni7D39
17287	Hanja	UROr7D	uni7D3A
17288	Hanja	UROr7D	uni7D42
17289	Hanja	UROr7D	uni7D43
17290	Hanja	UROr7D	uni7D44
17291	Hanja	UROr7D	uni7D45
17292	Hanja	UROr7D	uni7D46
17293	Hanja	UROr7D	uni7D50
17294	Hanja	UROr7D	uni7D5E
17295	Hanja	UROr7D	uni7D61
17296	Hanja	UROr7D	uni7D62
17297	Hanja	UROr7D	uni7D66
17298	Hanja	UROr7D	uni7D68
17299	Hanja	UROr7D	uni7D6A
17300	Hanja	UROr7D	uni7D6E
17301	Hanja	UROr7D	uni7D71
17302	Hanja	UROr7D	uni7D72
17303	Hanja	UROr7D	uni7D73
17304	Hanja	UROr7D	uni7D76
17305	Hanja	UROr7D	uni7D79
17306	Hanja	UROr7D	uni7D7F
17307	Hanja	UROr7D	uni7D8E
17308	Hanja	UROr7D	uni7D8F
17309	Hanja	UROr7D	uni7D93
17310	Hanja	UROr7D	uni7D9C
17311	Hanja	UROr7D	uni7DA0
17312	Hanja	UROr7D	uni7DA2
17313	Hanja	UROr7D	uni7DAC
17314	Hanja	UROr7D	uni7DAD
17315	Hanja	UROr7D	uni7DB1
17316	Hanja	UROr7D	uni7DB2
17317	Hanja	UROr7D	uni7DB4
17318	Hanja	UROr7D	uni7DB5
17319	Hanja	UROr7D	uni7DB8
17320	Hanja	UROr7D	uni7DBA
17321	Hanja	UROr7D	uni7DBB
17322	Hanja	UROr7D	uni7DBD
17323	Hanja	UROr7D	uni7DBE
17324	Hanja	UROr7D	uni7DBF
17325	Hanja	UROr7D	uni7DC7
17326	Hanja	UROr7D	uni7DCA
17327	Hanja	UROr7D	uni7DCB
17328	Hanja	UROr7D	uni7DD6
17329	Hanja	UROr7D	uni7DD8
17330	Hanja	UROr7D	uni7DDA
17331	Hanja	UROr7D	uni7DDD
17332	Hanja	UROr7D	uni7DDE
17333	Hanja	UROr7D	uni7DE0
17334	Hanja	UROr7D	uni7DE1
17335	Hanja	UROr7D	uni7DE3
17336	Hanja	UROr7D	uni7DE8
17337	Hanja	UROr7D	uni7DE9
17338	Hanja	UROr7D	uni7DEC
17339	Hanja	UROr7D	uni7DEF
17340	Hanja	UROr7D	uni7DF4
17341	Hanja	UROr7D	uni7DFB
17342	Hanja	UROr7E	uni7E09
17343	Hanja	UROr7E	uni7E0A
17344	Hanja	UROr7E	uni7E15
17345	Hanja	UROr7E	uni7E1B
17346	Hanja	UROr7E	uni7E1D
17347	Hanja	UROr7E	uni7E1E
17348	Hanja	UROr7E	uni7E1F
17349	Hanja	UROr7E	uni7E21
17350	Hanja	UROr7E	uni7E23
17351	Hanja	UROr7E	uni7E2B
17352	Hanja	UROr7E	uni7E2E
17353	Hanja	UROr7E	uni7E2F
17354	Hanja	UROr7E	uni7E31
17355	Hanja	UROr7E	uni7E37
17356	Hanja	UROr7E	uni7E3D
17357	Hanja	UROr7E	uni7E3E
17358	Hanja	UROr7E	uni7E41
17359	Hanja	UROr7E	uni7E43
17360	Hanja	UROr7E	uni7E46
17361	Hanja	UROr7E	uni7E47
17362	Hanja	UROr7E	uni7E52
17363	Hanja	UROr7E	uni7E54
17364	Hanja	UROr7E	uni7E55
17365	Hanja	UROr7E	uni7E5E
17366	Hanja	UROr7E	uni7E61
17367	Hanja	UROr7E	uni7E69
17368	Hanja	UROr7E	uni7E6A
17369	Hanja	UROr7E	uni7E6B
17370	Hanja	UROr7E	uni7E6D
17371	Hanja	UROr7E	uni7E70
17372	Hanja	UROr7E	uni7E79
17373	Hanja	UROr7E	uni7E7C
17374	Hanja	UROr7E	uni7E82
17375	Hanja	UROr7E	uni7E8C
17376	Hanja	UROr7E	uni7E8F
17377	Hanja	UROr7E	uni7E93
17378	Hanja	UROr7E	uni7E96
17379	Hanja	UROr7E	uni7E98
17380	Hanja	UROr7E	uni7E9B
17381	Hanja	UROr7E	uni7E9C
17382	Hanja	UROr7F	uni7F36
17383	Hanja	UROr7F	uni7F38
17384	Hanja	UROr7F	uni7F3A
17385	Hanja	UROr7F	uni7F4C
17386	Hanja	UROr7F	uni7F50
17387	Hanja	UROr7F	uni7F54
17388	Hanja	UROr7F	uni7F55
17389	Hanja	UROr7F	uni7F6A
17390	Hanja	UROr7F	uni7F6B
17391	Hanja	UROr7F	uni7F6E
17392	Hanja	UROr7F	uni7F70
17393	Hanja	UROr7F	uni7F72
17394	Hanja	UROr7F	uni7F75
17395	Hanja	UROr7F	uni7F77
17396	Hanja	UROr7F	uni7F79
17397	Hanja	UROr7F	uni7F85
17398	Hanja	UROr7F	uni7F88
17399	Hanja	UROr7F	uni7F8A
17400	Hanja	UROr7F	uni7F8C
17401	Hanja	UROr7F	uni7F8E
17402	Hanja	UROr7F	uni7F94
17403	Hanja	UROr7F	uni7F9A
17404	Hanja	UROr7F	uni7F9E
17405	Hanja	UROr7F	uni7FA4
17406	Hanja	UROr7F	uni7FA8
17407	Hanja	UROr7F	uni7FA9
17408	Hanja	UROr7F	uni7FB2
17409	Hanja	UROr7F	uni7FB8
17410	Hanja	UROr7F	uni7FB9
17411	Hanja	UROr7F	uni7FBD
17412	Hanja	UROr7F	uni7FC1
17413	Hanja	UROr7F	uni7FC5
17414	Hanja	UROr7F	uni7FCA
17415	Hanja	UROr7F	uni7FCC
17416	Hanja	UROr7F	uni7FCE
17417	Hanja	UROr7F	uni7FD2
17418	Hanja	UROr7F	uni7FD4
17419	Hanja	UROr7F	uni7FD5
17420	Hanja	UROr7F	uni7FDF
17421	Hanja	UROr7F	uni7FE0
17422	Hanja	UROr7F	uni7FE1
17423	Hanja	UROr7F	uni7FE9
17424	Hanja	UROr7F	uni7FEB
17425	Hanja	UROr7F	uni7FF0
17426	Hanja	UROr7F	uni7FF9
17427	Hanja	UROr7F	uni7FFC
17428	Hanja	UROr80	uni8000
17429	Hanja	UROr80	uni8001
17430	Hanja	UROr80	uni8003
17431	Hanja	UROr80	uni8005
17432	Hanja	UROr80	uni8006
17433	Hanja	UROr80	uni8009
17434	Hanja	UROr80	uni800C
17435	Hanja	UROr80	uni8010
17436	Hanja	UROr80	uni8015
17437	Hanja	UROr80	uni8017
17438	Hanja	UROr80	uni8018
17439	Hanja	UROr80	uni802D
17440	Hanja	UROr80	uni8033
17441	Hanja	UROr80	uni8036
17442	Hanja	UROr80	uni803D
17443	Hanja	UROr80	uni803F
17444	Hanja	UROr80	uni8043
17445	Hanja	UROr80	uni8046
17446	Hanja	UROr80	uni804A
17447	Hanja	UROr80	uni8056
17448	Hanja	UROr80	uni8058
17449	Hanja	UROr80	uni805A
17450	Hanja	UROr80	uni805E
17451	Hanja	UROr80	uni806F
17452	Hanja	UROr80	uni8070
17453	Hanja	UROr80	uni8072
17454	Hanja	UROr80	uni8073
17455	Hanja	UROr80	uni8077
17456	Hanja	UROr80	uni807D
17457	Hanja	UROr80	uni807E
17458	Hanja	UROr80	uni807F
17459	Hanja	UROr80	uni8084
17460	Hanja	UROr80	uni8085
17461	Hanja	UROr80	uni8086
17462	Hanja	UROr80	uni8087
17463	Hanja	UROr80	uni8089
17464	Hanja	UROr80	uni808B
17465	Hanja	UROr80	uni808C
17466	Hanja	UROr80	uni8096
17467	Hanja	UROr80	uni809B
17468	Hanja	UROr80	uni809D
17469	Hanja	UROr80	uni80A1
17470	Hanja	UROr80	uni80A2
17471	Hanja	UROr80	uni80A5
17472	Hanja	UROr80	uni80A9
17473	Hanja	UROr80	uni80AA
17474	Hanja	UROr80	uni80AF
17475	Hanja	UROr80	uni80B1
17476	Hanja	UROr80	uni80B2
17477	Hanja	UROr80	uni80B4
17478	Hanja	UROr80	uni80BA
17479	Hanja	UROr80	uni80C3
17480	Hanja	UROr80	uni80C4
17481	Hanja	UROr80	uni80CC
17482	Hanja	UROr80	uni80CE
17483	Hanja	UROr80	uni80DA
17484	Hanja	UROr80	uni80DB
17485	Hanja	UROr80	uni80DE
17486	Hanja	UROr80	uni80E1
17487	Hanja	UROr80	uni80E4
17488	Hanja	UROr80	uni80E5
17489	Hanja	UROr80	uni80F1
17490	Hanja	UROr80	uni80F4
17491	Hanja	UROr80	uni80F8
17492	Hanja	UROr80	uni80FD
17493	Hanja	UROr81	uni8102
17494	Hanja	UROr81	uni8105
17495	Hanja	UROr81	uni8106
17496	Hanja	UROr81	uni8107
17497	Hanja	UROr81	uni8108
17498	Hanja	UROr81	uni810A
17499	Hanja	UROr81	uni8118
17500	Hanja	UROr81	uni811A
17501	Hanja	UROr81	uni811B
17502	Hanja	UROr81	uni8123
17503	Hanja	UROr81	uni8129
17504	Hanja	UROr81	uni812B
17505	Hanja	UROr81	uni812F
17506	Hanja	UROr81	uni8139
17507	Hanja	UROr81	uni813E
17508	Hanja	UROr81	uni814B
17509	Hanja	UROr81	uni814E
17510	Hanja	UROr81	uni8150
17511	Hanja	UROr81	uni8151
17512	Hanja	UROr81	uni8154
17513	Hanja	UROr81	uni8155
17514	Hanja	UROr81	uni8165
17515	Hanja	UROr81	uni8166
17516	Hanja	UROr81	uni816B
17517	Hanja	UROr81	uni8170
17518	Hanja	UROr81	uni8171
17519	Hanja	UROr81	uni8178
17520	Hanja	UROr81	uni8179
17521	Hanja	UROr81	uni817A
17522	Hanja	UROr81	uni817F
17523	Hanja	UROr81	uni8180
17524	Hanja	UROr81	uni8188
17525	Hanja	UROr81	uni818A
17526	Hanja	UROr81	uni818F
17527	Hanja	UROr81	uni819A
17528	Hanja	UROr81	uni819C
17529	Hanja	UROr81	uni819D
17530	Hanja	UROr81	uni81A0
17531	Hanja	UROr81	uni81A3
17532	Hanja	UROr81	uni81A8
17533	Hanja	UROr81	uni81B3
17534	Hanja	UROr81	uni81B5
17535	Hanja	UROr81	uni81BA
17536	Hanja	UROr81	uni81BD
17537	Hanja	UROr81	uni81BE
17538	Hanja	UROr81	uni81BF
17539	Hanja	UROr81	uni81C0
17540	Hanja	UROr81	uni81C2
17541	Hanja	UROr81	uni81C6
17542	Hanja	UROr81	uni81CD
17543	Hanja	UROr81	uni81D8
17544	Hanja	UROr81	uni81DF
17545	Hanja	UROr81	uni81E3
17546	Hanja	UROr81	uni81E5
17547	Hanja	UROr81	uni81E7
17548	Hanja	UROr81	uni81E8
17549	Hanja	UROr81	uni81EA
17550	Hanja	UROr81	uni81ED
17551	Hanja	UROr81	uni81F3
17552	Hanja	UROr81	uni81F4
17553	Hanja	UROr81	uni81FA
17554	Hanja	UROr81	uni81FB
17555	Hanja	UROr81	uni81FC
17556	Hanja	UROr81	uni81FE
17557	Hanja	UROr82	uni8205
17558	Hanja	UROr82	uni8207
17559	Hanja	UROr82	uni8208
17560	Hanja	UROr82	uni820A
17561	Hanja	UROr82	uni820C
17562	Hanja	UROr82	uni820D
17563	Hanja	UROr82	uni8212
17564	Hanja	UROr82	uni821B
17565	Hanja	UROr82	uni821C
17566	Hanja	UROr82	uni821E
17567	Hanja	UROr82	uni821F
17568	Hanja	UROr82	uni8221
17569	Hanja	UROr82	uni822A
17570	Hanja	UROr82	uni822B
17571	Hanja	UROr82	uni822C
17572	Hanja	UROr82	uni8235
17573	Hanja	UROr82	uni8236
17574	Hanja	UROr82	uni8237
17575	Hanja	UROr82	uni8239
17576	Hanja	UROr82	uni8240
17577	Hanja	UROr82	uni8245
17578	Hanja	UROr82	uni8247
17579	Hanja	UROr82	uni8259
17580	Hanja	UROr82	uni8264
17581	Hanja	UROr82	uni8266
17582	Hanja	UROr82	uni826E
17583	Hanja	UROr82	uni826F
17584	Hanja	UROr82	uni8271
17585	Hanja	UROr82	uni8272
17586	Hanja	UROr82	uni8276
17587	Hanja	UROr82	uni8278
17588	Hanja	UROr82	uni827E
17589	Hanja	UROr82	uni828B
17590	Hanja	UROr82	uni828D
17591	Hanja	UROr82	uni828E
17592	Hanja	UROr82	uni8292
17593	Hanja	UROr82	uni8299
17594	Hanja	UROr82	uni829A
17595	Hanja	UROr82	uni829D
17596	Hanja	UROr82	uni829F
17597	Hanja	UROr82	uni82A5
17598	Hanja	UROr82	uni82A6
17599	Hanja	UROr82	uni82A9
17600	Hanja	UROr82	uni82AC
17601	Hanja	UROr82	uni82AD
17602	Hanja	UROr82	uni82AE
17603	Hanja	UROr82	uni82AF
17604	Hanja	UROr82	uni82B1
17605	Hanja	UROr82	uni82B3
17606	Hanja	UROr82	uni82B7
17607	Hanja	UROr82	uni82B8
17608	Hanja	UROr82	uni82B9
17609	Hanja	UROr82	uni82BB
17610	Hanja	UROr82	uni82BC
17611	Hanja	UROr82	uni82BD
17612	Hanja	UROr82	uni82BF
