0	Generic	NotDef	NOTDEF
5461	Hangul	rB1	uniB1B3
5462	Hangul	rB1	uniB1B5
5463	Hangul	rB1	uniB1B6
5464	Hangul	rB1	uniB1B7
5465	Hangul	rB1	uniB1B9
5466	Hangul	rB1	uniB1BA
5467	Hangul	rB1	uniB1BB
5468	Hangul	rB1	uniB1BC
5469	Hangul	rB1	uniB1BD
5470	Hangul	rB1	uniB1BE
5471	Hangul	rB1	uniB1BF
5472	Hangul	rB1	uniB1C0
5473	Hangul	rB1	uniB1C1
5474	Hangul	rB1	uniB1C2
5475	Hangul	rB1	uniB1C3
5476	Hangul	rB1	uniB1C5
5477	Hangul	rB1	uniB1C6
5478	Hangul	rB1	uniB1C7
5479	Hangul	rB1	uniB1C8
5480	Hangul	rB1	uniB1C9
5481	Hangul	rB1	uniB1CA
5482	Hangul	rB1	uniB1CB
5483	Hangul	rB1	uniB1CE
5484	Hangul	rB1	uniB1CF
5485	Hangul	rB1	uniB1D1
5486	Hangul	rB1	uniB1D2
5487	Hangul	rB1	uniB1D5
5488	Hangul	rB1	uniB1D6
5489	Hangul	rB1	uniB1D7
5490	Hangul	rB1	uniB1D8
5491	Hangul	rB1	uniB1D9
5492	Hangul	rB1	uniB1DA
5493	Hangul	rB1	uniB1DB
5494	Hangul	rB1	uniB1DE
5495	Hangul	rB1	uniB1E2
5496	Hangul	rB1	uniB1E3
5497	Hangul	rB1	uniB1E4
5498	Hangul	rB1	uniB1E5
5499	Hangul	rB1	uniB1E7
5500	Hangul	rB1	uniB1EA
5501	Hangul	rB1	uniB1EB
5502	Hangul	rB1	uniB1ED
5503	Hangul	rB1	uniB1EE
5504	Hangul	rB1	uniB1F1
5505	Hangul	rB1	uniB1F2
5506	Hangul	rB1	uniB1F3
5507	Hangul	rB1	uniB1F4
5508	Hangul	rB1	uniB1F5
5509	Hangul	rB1	uniB1F6
5510	Hangul	rB1	uniB1F7
5511	Hangul	rB1	uniB1FA
5512	Hangul	rB1	uniB1FC
5513	Hangul	rB1	uniB1FE
5514	Hangul	rB1	uniB1FF
5515	Hangul	rB2	uniB200
5516	Hangul	rB2	uniB201
5517	Hangul	rB2	uniB202
5518	Hangul	rB2	uniB203
5519	Hangul	rB2	uniB206
5520	Hangul	rB2	uniB207
5521	Hangul	rB2	uniB209
5522	Hangul	rB2	uniB20A
5523	Hangul	rB2	uniB20E
5524	Hangul	rB2	uniB20F
5525	Hangul	rB2	uniB211
5526	Hangul	rB2	uniB212
5527	Hangul	rB2	uniB216
5528	Hangul	rB2	uniB218
5529	Hangul	rB2	uniB21A
5530	Hangul	rB2	uniB21C
5531	Hangul	rB2	uniB21F
5532	Hangul	rB2	uniB222
5533	Hangul	rB2	uniB223
5534	Hangul	rB2	uniB225
5535	Hangul	rB2	uniB226
5536	Hangul	rB2	uniB229
5537	Hangul	rB2	uniB22A
5538	Hangul	rB2	uniB22B
5539	Hangul	rB2	uniB22C
5540	Hangul	rB2	uniB22D
5541	Hangul	rB2	uniB22E
5542	Hangul	rB2	uniB22F
5543	Hangul	rB2	uniB232
5544	Hangul	rB2	uniB236
5545	Hangul	rB2	uniB237
5546	Hangul	rB2	uniB238
5547	Hangul	rB2	uniB239
5548	Hangul	rB2	uniB23A
5549	Hangul	rB2	uniB23B
5550	Hangul	rB2	uniB23E
5551	Hangul	rB2	uniB23F
5552	Hangul	rB2	uniB241
5553	Hangul	rB2	uniB242
5554	Hangul	rB2	uniB245
5555	Hangul	rB2	uniB246
5556	Hangul	rB2	uniB247
5557	Hangul	rB2	uniB248
5558	Hangul	rB2	uniB249
5559	Hangul	rB2	uniB24A
5560	Hangul	rB2	uniB24B
5561	Hangul	rB2	uniB24E
5562	Hangul	rB2	uniB252
5563	Hangul	rB2	uniB253
5564	Hangul	rB2	uniB254
5565	Hangul	rB2	uniB255
5566	Hangul	rB2	uniB256
5567	Hangul	rB2	uniB257
5568	Hangul	rB2	uniB25A
5569	Hangul	rB2	uniB25B
5570	Hangul	rB2	uniB25D
5571	Hangul	rB2	uniB25E
5572	Hangul	rB2	uniB261
5573	Hangul	rB2	uniB262
5574	Hangul	rB2	uniB263
5575	Hangul	rB2	uniB264
5576	Hangul	rB2	uniB265
5577	Hangul	rB2	uniB266
5578	Hangul	rB2	uniB267
5579	Hangul	rB2	uniB26A
5580	Hangul	rB2	uniB26C
5581	Hangul	rB2	uniB26E
5582	Hangul	rB2	uniB270
5583	Hangul	rB2	uniB271
5584	Hangul	rB2	uniB272
5585	Hangul	rB2	uniB273
5586	Hangul	rB2	uniB276
5587	Hangul	rB2	uniB277
5588	Hangul	rB2	uniB279
5589	Hangul	rB2	uniB27A
5590	Hangul	rB2	uniB27D
5591	Hangul	rB2	uniB27E
5592	Hangul	rB2	uniB27F
5593	Hangul	rB2	uniB280
5594	Hangul	rB2	uniB281
5595	Hangul	rB2	uniB282
5596	Hangul	rB2	uniB283
5597	Hangul	rB2	uniB286
5598	Hangul	rB2	uniB288
5599	Hangul	rB2	uniB28C
5600	Hangul	rB2	uniB28D
5601	Hangul	rB2	uniB28E
5602	Hangul	rB2	uniB28F
5603	Hangul	rB2	uniB292
5604	Hangul	rB2	uniB293
5605	Hangul	rB2	uniB295
5606	Hangul	rB2	uniB296
5607	Hangul	rB2	uniB29B
5608	Hangul	rB2	uniB29D
5609	Hangul	rB2	uniB29E
5610	Hangul	rB2	uniB29F
5611	Hangul	rB2	uniB2A2
5612	Hangul	rB2	uniB2A4
5613	Hangul	rB2	uniB2A8
5614	Hangul	rB2	uniB2A9
5615	Hangul	rB2	uniB2AE
5616	Hangul	rB2	uniB2AF
5617	Hangul	rB2	uniB2B1
5618	Hangul	rB2	uniB2B2
5619	Hangul	rB2	uniB2B5
5620	Hangul	rB2	uniB2B6
5621	Hangul	rB2	uniB2B7
5622	Hangul	rB2	uniB2B8
5623	Hangul	rB2	uniB2B9
5624	Hangul	rB2	uniB2BA
5625	Hangul	rB2	uniB2BB
5626	Hangul	rB2	uniB2BE
5627	Hangul	rB2	uniB2C2
5628	Hangul	rB2	uniB2C3
5629	Hangul	rB2	uniB2C4
5630	Hangul	rB2	uniB2C5
5631	Hangul	rB2	uniB2C6
5632	Hangul	rB2	uniB2C7
5633	Hangul	rB2	uniB2CA
5634	Hangul	rB2	uniB2CB
5635	Hangul	rB2	uniB2CD
5636	Hangul	rB2	uniB2CE
5637	Hangul	rB2	uniB2D5
5638	Hangul	rB2	uniB2D6
5639	Hangul	rB2	uniB2D7
5640	Hangul	rB2	uniB2DA
5641	Hangul	rB2	uniB2DC
5642	Hangul	rB2	uniB2DF
5643	Hangul	rB2	uniB2E1
5644	Hangul	rB2	uniB2E7
5645	Hangul	rB2	uniB2E9
5646	Hangul	rB2	uniB2EA
5647	Hangul	rB2	uniB2F1
5648	Hangul	rB3	uniB302
5649	Hangul	rB3	uniB303
5650	Hangul	rB3	uniB305
5651	Hangul	rB3	uniB306
5652	Hangul	rB3	uniB309
5653	Hangul	rB3	uniB30A
5654	Hangul	rB3	uniB30B
5655	Hangul	rB3	uniB30C
5656	Hangul	rB3	uniB30D
5657	Hangul	rB3	uniB30E
5658	Hangul	rB3	uniB30F
5659	Hangul	rB3	uniB312
5660	Hangul	rB3	uniB317
5661	Hangul	rB3	uniB318
5662	Hangul	rB3	uniB31A
5663	Hangul	rB3	uniB31B
5664	Hangul	rB3	uniB31E
5665	Hangul	rB3	uniB31F
5666	Hangul	rB3	uniB321
5667	Hangul	rB3	uniB322
5668	Hangul	rB3	uniB323
5669	Hangul	rB3	uniB325
5670	Hangul	rB3	uniB326
5671	Hangul	rB3	uniB328
5672	Hangul	rB3	uniB329
5673	Hangul	rB3	uniB32A
5674	Hangul	rB3	uniB32B
5675	Hangul	rB3	uniB32E
5676	Hangul	rB3	uniB330
5677	Hangul	rB3	uniB332
5678	Hangul	rB3	uniB333
5679	Hangul	rB3	uniB334
5680	Hangul	rB3	uniB335
5681	Hangul	rB3	uniB336
5682	Hangul	rB3	uniB337
5683	Hangul	rB3	uniB339
5684	Hangul	rB3	uniB33A
5685	Hangul	rB3	uniB33B
5686	Hangul	rB3	uniB33D
5687	Hangul	rB3	uniB33E
5688	Hangul	rB3	uniB33F
5689	Hangul	rB3	uniB340
5690	Hangul	rB3	uniB341
5691	Hangul	rB3	uniB342
5692	Hangul	rB3	uniB343
5693	Hangul	rB3	uniB344
5694	Hangul	rB3	uniB345
5695	Hangul	rB3	uniB346
5696	Hangul	rB3	uniB347
5697	Hangul	rB3	uniB348
5698	Hangul	rB3	uniB349
5699	Hangul	rB3	uniB34A
5700	Hangul	rB3	uniB34B
5701	Hangul	rB3	uniB34C
5702	Hangul	rB3	uniB34E
5703	Hangul	rB3	uniB34F
5704	Hangul	rB3	uniB350
5705	Hangul	rB3	uniB351
5706	Hangul	rB3	uniB352
5707	Hangul	rB3	uniB353
5708	Hangul	rB3	uniB357
5709	Hangul	rB3	uniB35A
5710	Hangul	rB3	uniB35D
5711	Hangul	rB3	uniB360
5712	Hangul	rB3	uniB361
5713	Hangul	rB3	uniB362
5714	Hangul	rB3	uniB363
5715	Hangul	rB3	uniB36C
5716	Hangul	rB3	uniB372
5717	Hangul	rB3	uniB373
5718	Hangul	rB3	uniB375
5719	Hangul	rB3	uniB376
5720	Hangul	rB3	uniB379
5721	Hangul	rB3	uniB37A
5722	Hangul	rB3	uniB37B
5723	Hangul	rB3	uniB37C
5724	Hangul	rB3	uniB37D
5725	Hangul	rB3	uniB37E
5726	Hangul	rB3	uniB37F
5727	Hangul	rB3	uniB382
5728	Hangul	rB3	uniB387
5729	Hangul	rB3	uniB388
5730	Hangul	rB3	uniB389
5731	Hangul	rB3	uniB38B
5732	Hangul	rB3	uniB38E
5733	Hangul	rB3	uniB391
5734	Hangul	rB3	uniB392
5735	Hangul	rB3	uniB395
5736	Hangul	rB3	uniB396
5737	Hangul	rB3	uniB397
5738	Hangul	rB3	uniB399
5739	Hangul	rB3	uniB39A
5740	Hangul	rB3	uniB39B
5741	Hangul	rB3	uniB39E
5742	Hangul	rB3	uniB3A2
5743	Hangul	rB3	uniB3A3
5744	Hangul	rB3	uniB3A4
5745	Hangul	rB3	uniB3A5
5746	Hangul	rB3	uniB3A6
5747	Hangul	rB3	uniB3A7
5748	Hangul	rB3	uniB3AA
5749	Hangul	rB3	uniB3AB
5750	Hangul	rB3	uniB3AD
5751	Hangul	rB3	uniB3AE
5752	Hangul	rB3	uniB3AF
5753	Hangul	rB3	uniB3B1
5754	Hangul	rB3	uniB3B2
5755	Hangul	rB3	uniB3B3
5756	Hangul	rB3	uniB3B4
5757	Hangul	rB3	uniB3B5
5758	Hangul	rB3	uniB3B6
5759	Hangul	rB3	uniB3B7
5760	Hangul	rB3	uniB3BA
5761	Hangul	rB3	uniB3BC
5762	Hangul	rB3	uniB3BE
5763	Hangul	rB3	uniB3BF
5764	Hangul	rB3	uniB3C0
5765	Hangul	rB3	uniB3C1
5766	Hangul	rB3	uniB3C2
5767	Hangul	rB3	uniB3C3
5768	Hangul	rB3	uniB3C9
5769	Hangul	rB3	uniB3CA
5770	Hangul	rB3	uniB3CD
5771	Hangul	rB3	uniB3D1
5772	Hangul	rB3	uniB3D2
5773	Hangul	rB3	uniB3D6
5774	Hangul	rB3	uniB3D8
5775	Hangul	rB3	uniB3E2
5776	Hangul	rB3	uniB3E3
5777	Hangul	rB3	uniB3E5
5778	Hangul	rB3	uniB3E6
5779	Hangul	rB3	uniB3E7
5780	Hangul	rB3	uniB3E9
5781	Hangul	rB3	uniB3EA
5782	Hangul	rB3	uniB3EB
5783	Hangul	rB3	uniB3EC
5784	Hangul	rB3	uniB3ED
5785	Hangul	rB3	uniB3EE
5786	Hangul	rB3	uniB3EF
5787	Hangul	rB3	uniB3F2
5788	Hangul	rB3	uniB3F6
5789	Hangul	rB3	uniB3F7
5790	Hangul	rB3	uniB3F8
5791	Hangul	rB3	uniB3F9
5792	Hangul	rB3	uniB3FA
5793	Hangul	rB3	uniB3FB
5794	Hangul	rB3	uniB3FD
5795	Hangul	rB3	uniB3FE
5796	Hangul	rB3	uniB3FF
5797	Hangul	rB4	uniB401
5798	Hangul	rB4	uniB402
5799	Hangul	rB4	uniB405
5800	Hangul	rB4	uniB406
5801	Hangul	rB4	uniB407
5802	Hangul	rB4	uniB408
5803	Hangul	rB4	uniB409
5804	Hangul	rB4	uniB40A
5805	Hangul	rB4	uniB40B
5806	Hangul	rB4	uniB40E
5807	Hangul	rB4	uniB411
5808	Hangul	rB4	uniB412
5809	Hangul	rB4	uniB413
5810	Hangul	rB4	uniB414
5811	Hangul	rB4	uniB415
5812	Hangul	rB4	uniB416
5813	Hangul	rB4	uniB417
5814	Hangul	rB4	uniB41A
5815	Hangul	rB4	uniB41B
5816	Hangul	rB4	uniB41D
5817	Hangul	rB4	uniB41E
5818	Hangul	rB4	uniB421
5819	Hangul	rB4	uniB422
5820	Hangul	rB4	uniB423
5821	Hangul	rB4	uniB425
5822	Hangul	rB4	uniB426
5823	Hangul	rB4	uniB427
5824	Hangul	rB4	uniB42A
5825	Hangul	rB4	uniB42E
5826	Hangul	rB4	uniB42F
5827	Hangul	rB4	uniB430
5828	Hangul	rB4	uniB431
5829	Hangul	rB4	uniB432
5830	Hangul	rB4	uniB433
5831	Hangul	rB4	uniB436
5832	Hangul	rB4	uniB437
5833	Hangul	rB4	uniB439
5834	Hangul	rB4	uniB43A
5835	Hangul	rB4	uniB43D
5836	Hangul	rB4	uniB43E
5837	Hangul	rB4	uniB43F
5838	Hangul	rB4	uniB440
5839	Hangul	rB4	uniB441
5840	Hangul	rB4	uniB442
5841	Hangul	rB4	uniB443
5842	Hangul	rB4	uniB446
5843	Hangul	rB4	uniB448
5844	Hangul	rB4	uniB44A
5845	Hangul	rB4	uniB44B
5846	Hangul	rB4	uniB44C
5847	Hangul	rB4	uniB44D
5848	Hangul	rB4	uniB44E
5849	Hangul	rB4	uniB452
5850	Hangul	rB4	uniB453
5851	Hangul	rB4	uniB455
5852	Hangul	rB4	uniB456
5853	Hangul	rB4	uniB45C
5854	Hangul	rB4	uniB45D
5855	Hangul	rB4	uniB45E
5856	Hangul	rB4	uniB45F
5857	Hangul	rB4	uniB462
5858	Hangul	rB4	uniB464
5859	Hangul	rB4	uniB466
5860	Hangul	rB4	uniB467
5861	Hangul	rB4	uniB468
5862	Hangul	rB4	uniB469
5863	Hangul	rB4	uniB46B
5864	Hangul	rB4	uniB46E
5865	Hangul	rB4	uniB46F
5866	Hangul	rB4	uniB471
5867	Hangul	rB4	uniB472
5868	Hangul	rB4	uniB475
5869	Hangul	rB4	uniB476
5870	Hangul	rB4	uniB477
5871	Hangul	rB4	uniB478
5872	Hangul	rB4	uniB479
5873	Hangul	rB4	uniB47A
5874	Hangul	rB4	uniB47B
5875	Hangul	rB4	uniB47E
5876	Hangul	rB4	uniB482
5877	Hangul	rB4	uniB483
5878	Hangul	rB4	uniB484
5879	Hangul	rB4	uniB485
5880	Hangul	rB4	uniB486
5881	Hangul	rB4	uniB487
5882	Hangul	rB4	uniB48A
5883	Hangul	rB4	uniB48B
5884	Hangul	rB4	uniB48D
5885	Hangul	rB4	uniB48E
5886	Hangul	rB4	uniB491
5887	Hangul	rB4	uniB492
5888	Hangul	rB4	uniB493
5889	Hangul	rB4	uniB494
5890	Hangul	rB4	uniB495
5891	Hangul	rB4	uniB496
5892	Hangul	rB4	uniB497
5893	Hangul	rB4	uniB49A
5894	Hangul	rB4	uniB49E
5895	Hangul	rB4	uniB49F
5896	Hangul	rB4	uniB4A0
5897	Hangul	rB4	uniB4A1
5898	Hangul	rB4	uniB4A2
5899	Hangul	rB4	uniB4A3
5900	Hangul	rB4	uniB4A6
5901	Hangul	rB4	uniB4A7
5902	Hangul	rB4	uniB4A9
5903	Hangul	rB4	uniB4AA
5904	Hangul	rB4	uniB4AD
5905	Hangul	rB4	uniB4AE
5906	Hangul	rB4	uniB4AF
5907	Hangul	rB4	uniB4B0
5908	Hangul	rB4	uniB4B1
5909	Hangul	rB4	uniB4B2
5910	Hangul	rB4	uniB4B3
5911	Hangul	rB4	uniB4B6
5912	Hangul	rB4	uniB4BA
5913	Hangul	rB4	uniB4BB
5914	Hangul	rB4	uniB4BC
5915	Hangul	rB4	uniB4BD
5916	Hangul	rB4	uniB4BE
5917	Hangul	rB4	uniB4BF
5918	Hangul	rB4	uniB4C2
5919	Hangul	rB4	uniB4C3
5920	Hangul	rB4	uniB4C5
5921	Hangul	rB4	uniB4C6
5922	Hangul	rB4	uniB4C7
5923	Hangul	rB4	uniB4C9
5924	Hangul	rB4	uniB4CA
5925	Hangul	rB4	uniB4CB
5926	Hangul	rB4	uniB4CC
5927	Hangul	rB4	uniB4CD
5928	Hangul	rB4	uniB4CE
5929	Hangul	rB4	uniB4CF
5930	Hangul	rB4	uniB4D2
5931	Hangul	rB4	uniB4D4
5932	Hangul	rB4	uniB4D6
5933	Hangul	rB4	uniB4D7
5934	Hangul	rB4	uniB4D8
5935	Hangul	rB4	uniB4D9
5936	Hangul	rB4	uniB4DA
5937	Hangul	rB4	uniB4DB
5938	Hangul	rB4	uniB4DE
5939	Hangul	rB4	uniB4DF
5940	Hangul	rB4	uniB4E1
5941	Hangul	rB4	uniB4E2
5942	Hangul	rB4	uniB4E9
5943	Hangul	rB4	uniB4EA
5944	Hangul	rB4	uniB4EB
5945	Hangul	rB4	uniB4EE
5946	Hangul	rB4	uniB4F0
5947	Hangul	rB4	uniB4F2
5948	Hangul	rB4	uniB4F3
5949	Hangul	rB4	uniB4F4
5950	Hangul	rB4	uniB4F5
5951	Hangul	rB4	uniB4F6
5952	Hangul	rB4	uniB4F7
5953	Hangul	rB4	uniB4FA
5954	Hangul	rB4	uniB4FB
5955	Hangul	rB4	uniB4FD
5956	Hangul	rB4	uniB4FE
5957	Hangul	rB5	uniB501
5958	Hangul	rB5	uniB502
5959	Hangul	rB5	uniB503
5960	Hangul	rB5	uniB504
5961	Hangul	rB5	uniB505
5962	Hangul	rB5	uniB506
5963	Hangul	rB5	uniB507
5964	Hangul	rB5	uniB50A
5965	Hangul	rB5	uniB50C
5966	Hangul	rB5	uniB50E
5967	Hangul	rB5	uniB50F
5968	Hangul	rB5	uniB510
5969	Hangul	rB5	uniB511
5970	Hangul	rB5	uniB512
5971	Hangul	rB5	uniB513
5972	Hangul	rB5	uniB516
5973	Hangul	rB5	uniB517
5974	Hangul	rB5	uniB519
5975	Hangul	rB5	uniB51A
5976	Hangul	rB5	uniB51D
5977	Hangul	rB5	uniB51E
5978	Hangul	rB5	uniB51F
5979	Hangul	rB5	uniB520
5980	Hangul	rB5	uniB521
5981	Hangul	rB5	uniB522
5982	Hangul	rB5	uniB523
5983	Hangul	rB5	uniB526
5984	Hangul	rB5	uniB52C
5985	Hangul	rB5	uniB533
5986	Hangul	rB5	uniB535
5987	Hangul	rB5	uniB536
5988	Hangul	rB5	uniB53C
5989	Hangul	rB5	uniB53D
5990	Hangul	rB5	uniB53E
5991	Hangul	rB5	uniB542
5992	Hangul	rB5	uniB546
5993	Hangul	rB5	uniB547
5994	Hangul	rB5	uniB548
5995	Hangul	rB5	uniB549
5996	Hangul	rB5	uniB54A
5997	Hangul	rB5	uniB54F
5998	Hangul	rB5	uniB551
5999	Hangul	rB5	uniB552
6000	Hangul	rB5	uniB555
6001	Hangul	rB5	uniB556
6002	Hangul	rB5	uniB557
6003	Hangul	rB5	uniB558
6004	Hangul	rB5	uniB559
6005	Hangul	rB5	uniB55A
6006	Hangul	rB5	uniB55B
6007	Hangul	rB5	uniB55E
6008	Hangul	rB5	uniB562
6009	Hangul	rB5	uniB563
6010	Hangul	rB5	uniB564
6011	Hangul	rB5	uniB565
6012	Hangul	rB5	uniB566
6013	Hangul	rB5	uniB56A
6014	Hangul	rB5	uniB56B
6015	Hangul	rB5	uniB56D
6016	Hangul	rB5	uniB56E
6017	Hangul	rB5	uniB56F
6018	Hangul	rB5	uniB571
6019	Hangul	rB5	uniB572
6020	Hangul	rB5	uniB573
6021	Hangul	rB5	uniB574
6022	Hangul	rB5	uniB575
6023	Hangul	rB5	uniB576
6024	Hangul	rB5	uniB577
6025	Hangul	rB5	uniB578
6026	Hangul	rB5	uniB579
6027	Hangul	rB5	uniB57A
6028	Hangul	rB5	uniB57B
6029	Hangul	rB5	uniB57C
6030	Hangul	rB5	uniB57E
6031	Hangul	rB5	uniB57F
6032	Hangul	rB5	uniB580
6033	Hangul	rB5	uniB581
6034	Hangul	rB5	uniB582
6035	Hangul	rB5	uniB583
6036	Hangul	rB5	uniB585
6037	Hangul	rB5	uniB586
6038	Hangul	rB5	uniB587
6039	Hangul	rB5	uniB589
6040	Hangul	rB5	uniB58A
6041	Hangul	rB5	uniB58B
6042	Hangul	rB5	uniB58C
6043	Hangul	rB5	uniB58D
6044	Hangul	rB5	uniB58E
6045	Hangul	rB5	uniB58F
6046	Hangul	rB5	uniB590
6047	Hangul	rB5	uniB591
6048	Hangul	rB5	uniB592
6049	Hangul	rB5	uniB593
6050	Hangul	rB5	uniB595
6051	Hangul	rB5	uniB596
6052	Hangul	rB5	uniB597
6053	Hangul	rB5	uniB598
6054	Hangul	rB5	uniB59A
6055	Hangul	rB5	uniB59B
6056	Hangul	rB5	uniB59C
6057	Hangul	rB5	uniB59D
6058	Hangul	rB5	uniB59E
6059	Hangul	rB5	uniB59F
6060	Hangul	rB5	uniB5A2
6061	Hangul	rB5	uniB5A3
6062	Hangul	rB5	uniB5A5
6063	Hangul	rB5	uniB5A6
6064	Hangul	rB5	uniB5A9
6065	Hangul	rB5	uniB5AC
6066	Hangul	rB5	uniB5AD
6067	Hangul	rB5	uniB5AE
6068	Hangul	rB5	uniB5B2
6069	Hangul	rB5	uniB5B6
6070	Hangul	rB5	uniB5B7
6071	Hangul	rB5	uniB5B8
6072	Hangul	rB5	uniB5B9
6073	Hangul	rB5	uniB5BA
6074	Hangul	rB5	uniB5BE
6075	Hangul	rB5	uniB5BF
6076	Hangul	rB5	uniB5C1
6077	Hangul	rB5	uniB5C2
6078	Hangul	rB5	uniB5C5
6079	Hangul	rB5	uniB5C6
6080	Hangul	rB5	uniB5C7
6081	Hangul	rB5	uniB5C8
6082	Hangul	rB5	uniB5C9
6083	Hangul	rB5	uniB5CA
6084	Hangul	rB5	uniB5CB
6085	Hangul	rB5	uniB5CE
6086	Hangul	rB5	uniB5D2
6087	Hangul	rB5	uniB5D3
6088	Hangul	rB5	uniB5D4
6089	Hangul	rB5	uniB5D5
6090	Hangul	rB5	uniB5D6
6091	Hangul	rB5	uniB5D7
6092	Hangul	rB5	uniB5DA
6093	Hangul	rB5	uniB5DB
6094	Hangul	rB5	uniB5DD
6095	Hangul	rB5	uniB5DE
6096	Hangul	rB5	uniB5E0
6097	Hangul	rB5	uniB5E1
6098	Hangul	rB5	uniB5E2
6099	Hangul	rB5	uniB5E3
6100	Hangul	rB5	uniB5E4
6101	Hangul	rB5	uniB5E5
6102	Hangul	rB5	uniB5E6
6103	Hangul	rB5	uniB5E7
6104	Hangul	rB5	uniB5EA
6105	Hangul	rB5	uniB5EE
6106	Hangul	rB5	uniB5EF
6107	Hangul	rB5	uniB5F0
6108	Hangul	rB5	uniB5F1
6109	Hangul	rB5	uniB5F2
6110	Hangul	rB5	uniB5F3
6111	Hangul	rB5	uniB5F5
6112	Hangul	rB5	uniB5F6
6113	Hangul	rB5	uniB5F7
6114	Hangul	rB5	uniB5F9
6115	Hangul	rB5	uniB5FA
6116	Hangul	rB5	uniB5FB
6117	Hangul	rB5	uniB5FC
6118	Hangul	rB5	uniB5FD
6119	Hangul	rB5	uniB5FE
6120	Hangul	rB5	uniB5FF
6121	Hangul	rB6	uniB600
6122	Hangul	rB6	uniB601
6123	Hangul	rB6	uniB602
6124	Hangul	rB6	uniB603
6125	Hangul	rB6	uniB604
6126	Hangul	rB6	uniB606
6127	Hangul	rB6	uniB607
6128	Hangul	rB6	uniB608
6129	Hangul	rB6	uniB60A
6130	Hangul	rB6	uniB60B
6131	Hangul	rB6	uniB60C
6132	Hangul	rB6	uniB60D
6133	Hangul	rB6	uniB60E
6134	Hangul	rB6	uniB60F
6135	Hangul	rB6	uniB613
6136	Hangul	rB6	uniB615
6137	Hangul	rB6	uniB616
6138	Hangul	rB6	uniB61B
6139	Hangul	rB6	uniB61C
6140	Hangul	rB6	uniB61D
6141	Hangul	rB6	uniB61E
6142	Hangul	rB6	uniB622
6143	Hangul	rB6	uniB624
6144	Hangul	rB6	uniB626
6145	Hangul	rB6	uniB627
6146	Hangul	rB6	uniB628
6147	Hangul	rB6	uniB629
6148	Hangul	rB6	uniB62A
6149	Hangul	rB6	uniB62B
6150	Hangul	rB6	uniB62E
6151	Hangul	rB6	uniB62F
6152	Hangul	rB6	uniB631
6153	Hangul	rB6	uniB632
6154	Hangul	rB6	uniB633
6155	Hangul	rB6	uniB635
6156	Hangul	rB6	uniB636
6157	Hangul	rB6	uniB637
6158	Hangul	rB6	uniB638
6159	Hangul	rB6	uniB639
6160	Hangul	rB6	uniB63A
6161	Hangul	rB6	uniB63B
6162	Hangul	rB6	uniB63C
6163	Hangul	rB6	uniB63D
6164	Hangul	rB6	uniB63E
6165	Hangul	rB6	uniB63F
6166	Hangul	rB6	uniB640
6167	Hangul	rB6	uniB642
6168	Hangul	rB6	uniB643
6169	Hangul	rB6	uniB644
6170	Hangul	rB6	uniB645
6171	Hangul	rB6	uniB646
6172	Hangul	rB6	uniB64A
6173	Hangul	rB6	uniB64B
6174	Hangul	rB6	uniB64D
6175	Hangul	rB6	uniB64E
6176	Hangul	rB6	uniB651
6177	Hangul	rB6	uniB652
6178	Hangul	rB6	uniB653
6179	Hangul	rB6	uniB654
6180	Hangul	rB6	uniB655
6181	Hangul	rB6	uniB656
6182	Hangul	rB6	uniB657
6183	Hangul	rB6	uniB65A
6184	Hangul	rB6	uniB65D
6185	Hangul	rB6	uniB65E
6186	Hangul	rB6	uniB65F
6187	Hangul	rB6	uniB660
6188	Hangul	rB6	uniB661
6189	Hangul	rB6	uniB662
6190	Hangul	rB6	uniB663
6191	Hangul	rB6	uniB666
6192	Hangul	rB6	uniB667
6193	Hangul	rB6	uniB669
6194	Hangul	rB6	uniB66A
6195	Hangul	rB6	uniB66D
6196	Hangul	rB6	uniB66E
6197	Hangul	rB6	uniB66F
6198	Hangul	rB6	uniB670
6199	Hangul	rB6	uniB671
6200	Hangul	rB6	uniB672
6201	Hangul	rB6	uniB673
6202	Hangul	rB6	uniB676
6203	Hangul	rB6	uniB67A
6204	Hangul	rB6	uniB67B
6205	Hangul	rB6	uniB67C
6206	Hangul	rB6	uniB67D
6207	Hangul	rB6	uniB67E
6208	Hangul	rB6	uniB67F
6209	Hangul	rB6	uniB682
6210	Hangul	rB6	uniB683
6211	Hangul	rB6	uniB684
6212	Hangul	rB6	uniB685
6213	Hangul	rB6	uniB686
6214	Hangul	rB6	uniB687
6215	Hangul	rB6	uniB688
6216	Hangul	rB6	uniB689
6217	Hangul	rB6	uniB68A
6218	Hangul	rB6	uniB68B
6219	Hangul	rB6	uniB68C
6220	Hangul	rB6	uniB68D
6221	Hangul	rB6	uniB68E
6222	Hangul	rB6	uniB68F
6223	Hangul	rB6	uniB690
6224	Hangul	rB6	uniB691
6225	Hangul	rB6	uniB692
6226	Hangul	rB6	uniB693
6227	Hangul	rB6	uniB694
6228	Hangul	rB6	uniB695
6229	Hangul	rB6	uniB696
6230	Hangul	rB6	uniB697
6231	Hangul	rB6	uniB698
6232	Hangul	rB6	uniB699
6233	Hangul	rB6	uniB69A
6234	Hangul	rB6	uniB69B
6235	Hangul	rB6	uniB69E
6236	Hangul	rB6	uniB69F
6237	Hangul	rB6	uniB6A1
6238	Hangul	rB6	uniB6A2
